comment_likes,short_code,productName,productUrl,comment_body,title,comment_year,comment_month,category,source,final_preprocessed_text,vader_scores_model1,sentiment_label_vader_model1,comment_text_cleaned,vader_sentiment_scores_model2,vader_compound_score_model2,vader_neg_score_model2,vader_neu_score_model2,vader_pos_score_model2,vader_sentiment_class_model2
3,4000298626,Erma Dining Table and 8 Chairs,https://www.costco.com/erma-dining-table-and-8-chairs.product.4000298626.html,table & chairs,Table is awesome! Chairs legs very wobbly.,2024,8,Product,Costco,table chair,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,table & chairs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,100485156,GE 15.7 cu. ft. Chest Freezer with Garage Ready and Second Level Rail in White,https://www.costco.com/ge-157-cu-ft-chest-freezer-with-garage-ready-and-second-level-rail-in-white.product.100485156.html,delivered quickly setup in no time and turned on and explained to me .,Freezer,2022,6,Product,Costco,deliver setup time turn explain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,delivered quickly setup in no time and turned on and explained to me .,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,0.145,0.855,0.0,Negative
0,100485156,GE 15.7 cu. ft. Chest Freezer with Garage Ready and Second Level Rail in White,https://www.costco.com/ge-157-cu-ft-chest-freezer-with-garage-ready-and-second-level-rail-in-white.product.100485156.html,the device was great and the freezer is even better .,Quality service and appliance,2022,6,Product,Costco,device great freezer well,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.7351}",positive,the device was great and the freezer is even better .,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906,0.0,0.562,0.438,Positive
0,100647984,GE 2.4 cu. ft. High-Efficiency Ventless ELECTRIC All-in-One Washer Dryer,https://www.costco.com/ge-24-cu-ft-high-efficiency-ventless-electric-all-in-one-washer-dryer.product.100647984.html,unit was damaged . had to buy somewhere else .,Long delivery delay,2023,12,Product,Costco,unit damage buy,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}",negative,unit was damaged . had to buy somewhere else .,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.244,0.756,0.0,Negative
11,100812742,GE 23.0 cu. ft. Side-By-Side Refrigerator,https://www.costco.com/ge-230-cu-ft-side-by-side-refrigerator.product.100812742.html,"we had space constraints that forced us to go with this model . if your expectations aren't too high you will be fine , as it is average in almost every way . i don't find it noisy as some reviewers do . be warned that the freezer door offers very little storage the bins are almost comically small . the glaring problem i wish i had known about is that the water filter must be replaced every 6 months with a ge filter . there is no way around this . there is a computer chip in the filter and the fridge can tell if you try and use a generic . the ge filters are $ 50 each , which is ironic because they would probably be cheaper if not for the integrated tattletale computer technology . again , your fridges features that you paid for will not work another filter . you will have no water and no ice . the appliance that you own will not function properly without an additional annual investment .",Compromised with this model,2025,1,Product,Costco,space constraint force model expectation high fine average way find noisy reviewer warn freezer door offer little storage bin small glaring problem wish know water filter replace month filter way computer chip filter fridge tell try use generic filter ironic cheap integrated tattletale computer technology fridge feature pay work filter water ice appliance function additional annual investment,"{'neg': 0.138, 'neu': 0.791, 'pos': 0.071, 'compound': -0.296}",negative,"we had space constraints that forced us to go with this model . if your expectations aren't too high you will be fine , as it is average in almost every way . i don't find it noisy as some reviewers do . be warned that the freezer door offers very little storage the bins are almost comically small . the glaring problem i wish i had known about is that the water filter must be replaced every 6 months with a ge filter . there is no way around this . there is a computer chip in the filter and the fridge can tell if you try and use a generic . the ge filters are $ 50 each , which is ironic because they would probably be cheaper if not for the integrated tattletale computer technology . again , your fridges features that you paid for will not work another filter . you will have no water and no ice . the appliance that you own will not function properly without an additional annual investment .","{'neg': 0.084, 'neu': 0.885, 'pos': 0.032, 'compound': -0.8352}",-0.8352,0.084,0.885,0.032,Negative
8,4000214387,Grand Leisure Vega 4-piece Outdoor Deep Seating Set,https://www.costco.com/grand-leisure-vega-4-piece-outdoor-deep-seating-set.product.4000214387.html,"we purchased this set online and are still waiting on the coffee table a month later . the one they delivered was damaged so a second was to be delivered . when it second arrived , it was more damaged than the first however when we asked to keep the first before the delivery team left , they showed us they damaged it beyond belief just throwing it into the truck . we are now a month after getting this set and the costco delivery team picked up our 3rd coffee table leaving us without a table at all . the furniture is ok super stiff cushions on the bottom and nice cushion on the backing , but the coffee table is cheap looking , scratches easy and at this point we are unsure if we will ever get one back . disappointed in all of this with costco . next time well either buy in store or buy from another vendor .",Still missing the cheap coffee table…,2024,12,Product,Costco,purchase set wait coffee table month deliver damage second deliver arrive damaged ask delivery team leave show damage belief throw truck month get set costco delivery team pick coffee table leave table furniture ok stiff cushion nice cushion backing coffee table cheap look scratch easy point unsure disappoint time buy store buy vendor,"{'neg': 0.243, 'neu': 0.623, 'pos': 0.134, 'compound': -0.7506}",negative,"we purchased this set online and are still waiting on the coffee table a month later . the one they delivered was damaged so a second was to be delivered . when it second arrived , it was more damaged than the first however when we asked to keep the first before the delivery team left , they showed us they damaged it beyond belief just throwing it into the truck . we are now a month after getting this set and the costco delivery team picked up our 3rd coffee table leaving us without a table at all . the furniture is ok super stiff cushions on the bottom and nice cushion on the backing , but the coffee table is cheap looking , scratches easy and at this point we are unsure if we will ever get one back . disappointed in all of this with costco . next time well either buy in store or buy from another vendor .","{'neg': 0.071, 'neu': 0.853, 'pos': 0.076, 'compound': -0.0378}",-0.0378,0.071,0.853,0.076,Neutral
9,4000250255,"Greenworks 80V 42"" Riding Lawn Tractor With 12 4AH Batteries and Bagger Attachment",https://www.costco.com/greenworks-80v-42-riding-lawn-tractor-with-12-4ah-batteries-and-bagger-attachment.product.4000250255.html,tyre flat after 4 hours or use . not farm ready . may be good only for lawns with soft grass .,Bad quality,2024,11,Product,Costco,hour use farm ready good lawn soft grass,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}",positive,tyre flat after 4 hours or use . not farm ready . may be good only for lawns with soft grass .,"{'neg': 0.084, 'neu': 0.8, 'pos': 0.116, 'compound': 0.1999}",0.1999,0.084,0.8,0.116,Positive
1,100891509,"Hamilton Beach 11 cu. ft. Upright Freezer with Drawer Organization, 10.7 cu. ft. Net",https://www.costco.com/hamilton-beach-11-cu-ft-upright-freezer-with-drawer-organization-107-cu-ft-net.product.100891509.html,"i wish that one drawer was a bit deeper if you wanted to store a turkey , but other than that , a great freezer to keep things organized",Great to be organized,2023,8,Product,Costco,wish drawer bit deep want store turkey great freezer thing organize,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.7964}",positive,"i wish that one drawer was a bit deeper if you wanted to store a turkey , but other than that , a great freezer to keep things organized","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.8176}",0.8176,0.0,0.783,0.217,Positive
0,4000272244,"Hisense 43"" Class - QD6 Series - 4K UHD QLED LCD TV",https://www.costco.com/hisense-55-class---qd6-series---4k-uhd-qled-lcd-tv.product.4000272246.html,this seems like a decent to for the price . we purchased it for an elderly parent in assisted living . unfortunately we had to return it because t was not compatible with the remote that spectrum provides for their service . also the stand legs were pretty flimsy . if we had kept it we would have purchased a sturdier stand .,Good but with flaws.,2025,1,Product,Costco,decent price purchase elderly parent assisted living return t compatible remote spectrum provide service leg flimsy keep purchase sturdy stand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,this seems like a decent to for the price . we purchased it for an elderly parent in assisted living . unfortunately we had to return it because t was not compatible with the remote that spectrum provides for their service . also the stand legs were pretty flimsy . if we had kept it we would have purchased a sturdier stand .,"{'neg': 0.035, 'neu': 0.881, 'pos': 0.084, 'compound': 0.5106}",0.5106,0.035,0.881,0.084,Positive
3,100541532,"Kirkland Signature by Stearns & Foster 14.5"" Lakeridge Mattress",https://www.costco.com/kirkland-signature-by-stearns--foster-145-lakeridge-mattress.product.4000277076.html,"when we first got it , it was so firm i almost returned it immediately . it felt like sleeping on the floor . but after a couple of weeks it started to break in and i hoped it would continue to be more comfortable as time went on . with bovid we hesitated having people in our home or else we might have replaced it then . the mattress developed indentations where we sleep after maybe 3 months and a hump between us that can be easily seen after making the bed . we are not large people both under 150 labs . when we try to sleep on our sides we get numbness and pain in shoulders and hips , so we both end up on our backs 90 of the night . also this is a tall mattress and we bought the standard matching box spring to go under it because the lowprofile one was out of stock , which makes this set really high off the ground and we have to climb up to get into the bed . the bed was nicelooking when new but its definitely very firm . now it looks like an old brokendown mattress and its not 9 months old . i replacing it .",Really stiff and firm,2021,6,Product,Costco,get firm return feel sleep floor couple week start break hope continue comfortable time go hesitate have people home replace mattress develop indentation sleep month hump see make bed large people lab try sleep side numbness pain shoulder hip end back night tall mattress buy standard spring lowprofile stock make set ground climb bed bed nicelooke new firm look old brokendown mattress month old replace,"{'neg': 0.102, 'neu': 0.814, 'pos': 0.084, 'compound': -0.0772}",negative,"when we first got it , it was so firm i almost returned it immediately . it felt like sleeping on the floor . but after a couple of weeks it started to break in and i hoped it would continue to be more comfortable as time went on . with bovid we hesitated having people in our home or else we might have replaced it then . the mattress developed indentations where we sleep after maybe 3 months and a hump between us that can be easily seen after making the bed . we are not large people both under 150 labs . when we try to sleep on our sides we get numbness and pain in shoulders and hips , so we both end up on our backs 90 of the night . also this is a tall mattress and we bought the standard matching box spring to go under it because the lowprofile one was out of stock , which makes this set really high off the ground and we have to climb up to get into the bed . the bed was nicelooking when new but its definitely very firm . now it looks like an old brokendown mattress and its not 9 months old . i replacing it .","{'neg': 0.048, 'neu': 0.867, 'pos': 0.085, 'compound': 0.8621}",0.8621,0.048,0.867,0.085,Positive
2,100541532,"Kirkland Signature by Stearns & Foster 14.5"" Lakeridge Mattress",https://www.costco.com/kirkland-signature-by-stearns--foster-145-lakeridge-mattress.product.4000277076.html,"solid and sturdy , but not very comfortable . its very firm and honestly cant feel any memory foam components . didn't work for us , but beds are so specific .","High quality, very firm",2024,4,Product,Costco,solid sturdy comfortable firm feel memory foam component work bed specific,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",positive,"solid and sturdy , but not very comfortable . its very firm and honestly cant feel any memory foam components . didn't work for us , but beds are so specific .","{'neg': 0.101, 'neu': 0.752, 'pos': 0.148, 'compound': 0.2065}",0.2065,0.101,0.752,0.148,Positive
0,4000265240,KitchenAid Hidden Control 44 dBA Dishwasher with PrintShield Finish and FreeFlex Third Level Rack,https://www.costco.com/kitchenaid-hidden-control-44-dba-dishwasher-with-printshield-finish-and-freeflex-third-level-rack.product.4000265240.html,quiet and stock more dishes,Quiet and Stock More Dishes,2024,8,Product,Costco,quiet stock dish,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,quiet and stock more dishes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,4000178846,Kohler Adair One-Piece Elongated Toilet,https://www.costco.com/kohler-adair-one-piece-elongated-toilet.product.4000178846.html,it is very silent,Mr.,2024,2,Product,Costco,silent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,it is very silent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,4000139632,LG 20 cu. ft. Top Freezer Refrigerator,https://www.costco.com/lg-20-cu-ft-top-freezer-refrigerator.product.4000139632.html,the fridge works fine but there was a damaged spot on the back lower vent panel where a fork lift dented it . its not noticeable from the front but did cause some anxiety until i straighten it back out . so nice to have the extra room for holiday groceries in this utility room fridge .,"Works great, but had slight ding before delivery",2024,11,Product,Costco,fridge work damage spot low vent panel fork lift dent noticeable cause anxiety straighten nice extra room holiday grocery utility room fridge,"{'neg': 0.237, 'neu': 0.576, 'pos': 0.186, 'compound': -0.128}",negative,the fridge works fine but there was a damaged spot on the back lower vent panel where a fork lift dented it . its not noticeable from the front but did cause some anxiety until i straighten it back out . so nice to have the extra room for holiday groceries in this utility room fridge .,"{'neg': 0.125, 'neu': 0.733, 'pos': 0.142, 'compound': 0.2902}",0.2902,0.125,0.733,0.142,Positive
9,4000043011,LG 27 cu. ft. Smart Counter-Depth MAX French Door Refrigerator,https://www.costco.com/lg-27-cu-ft-smart-counter-depth-max-french-door-refrigerator.product.4000043011.html,"ice maker is in the freezer , as opposed to the door , so don't have to worry about ice getting stuck in any dispenser . cant beat the capacity for a countertype depth fridge . water dispenser inside as well so no door leakage .",Love this fridge,2024,11,Product,Costco,ice maker freezer oppose door worry ice stick dispenser beat capacity countertype depth fridge water dispenser door leakage,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.4404}",negative,"ice maker is in the freezer , as opposed to the door , so don't have to worry about ice getting stuck in any dispenser . cant beat the capacity for a countertype depth fridge . water dispenser inside as well so no door leakage .","{'neg': 0.095, 'neu': 0.818, 'pos': 0.088, 'compound': -0.0926}",-0.0926,0.095,0.818,0.088,Negative
0,4000103290,LG 4.5 cu. ft. Smart Front Load Washer with TurboWash 360° and AI DD Built-In Intelligence,https://www.costco.com/lg-45-cu-ft-smart-front-load-washer-with-turbowash-360-and-74-cu-ft-gas-dryer-with-ai-sensor-dry-and-turbosteam.product.4000254768.html,"great machine , great installers",LG/Costco Review,2023,10,Product,Costco,great machine great installer,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.8481}",positive,"great machine , great installers","{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.8481}",0.8481,0.0,0.268,0.732,Positive
